level_equivalent_diameter,level_major_axis_length,level_minor_axis_length,level_solidity,nodes,distmap-skew,distmap-kurt
4.840207290649414062e+01,6.052643203735351562e+01,4.927305984497070312e+01,6.411150097846984863e-01,7.000000000000000000e+00,8.303840160369873047e-01,-2.473369091749191284e-01
8.799910736083984375e+01,1.177122421264648438e+02,8.882968139648437500e+01,7.042612433433532715e-01,4.200000000000000000e+01,1.512165665626525879e+00,1.796328902244567871e+00
5.170882797241210938e+01,1.137496261596679688e+02,2.835394859313964844e+01,9.502262473106384277e-01,2.000000000000000000e+00,6.035082936286926270e-01,-5.765761137008666992e-01
1.475547218322753906e+01,1.611363220214843750e+01,1.604471969604492188e+01,7.533039450645446777e-01,1.000000000000000000e+00,7.410300970077514648e-01,7.052026689052581787e-02
6.316907882690429688e+01,8.627514648437500000e+01,7.572810363769531250e+01,5.900960564613342285e-01,3.900000000000000000e+01,1.029494166374206543e+00,4.586028754711151123e-01
6.839504241943359375e+01,1.059624404907226562e+02,5.451571655273437500e+01,6.942554712295532227e-01,2.900000000000000000e+01,1.193555355072021484e+00,1.093630909919738770e+00
4.290809249877929688e+01,4.790843200683593750e+01,4.350170898437500000e+01,8.305571675300598145e-01,6.000000000000000000e+00,1.382106304168701172e+00,1.573225021362304688e+00
8.236395263671875000e+01,9.753884887695312500e+01,7.732350921630859375e+01,8.741591572761535645e-01,2.000000000000000000e+01,1.128233194351196289e+00,6.481555700302124023e-01
8.346192932128906250e+01,1.129392929077148438e+02,9.194436645507812500e+01,6.196624636650085449e-01,7.800000000000000000e+01,8.479331731796264648e-01,2.292460799217224121e-01
9.119649505615234375e+01,1.062261734008789062e+02,8.197560882568359375e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.006195902824401855e-01,-7.507204413414001465e-01
6.680347442626953125e+01,9.767720794677734375e+01,6.284869003295898438e+01,7.113862633705139160e-01,3.400000000000000000e+01,1.369746208190917969e+00,2.868975877761840820e+00
6.698429870605468750e+01,1.190738067626953125e+02,5.332081604003906250e+01,6.334711313247680664e-01,2.200000000000000000e+01,9.872122406959533691e-01,3.997406065464019775e-01
9.315110015869140625e+01,1.449235534667968750e+02,8.370329284667968750e+01,7.384331822395324707e-01,4.000000000000000000e+00,6.655986905097961426e-01,-5.157267451286315918e-01
8.268024444580078125e+01,9.788723754882812500e+01,9.232630157470703125e+01,8.183203935623168945e-01,8.000000000000000000e+00,1.052330136299133301e+00,7.211369276046752930e-01
6.104729461669921875e+01,6.223173141479492188e+01,6.158151626586914062e+01,9.112702608108520508e-01,8.000000000000000000e+00,8.824391365051269531e-01,-3.267428372055292130e-03
3.784698867797851562e+01,6.309414291381835938e+01,2.974313354492187500e+01,7.120253443717956543e-01,1.000000000000000000e+01,8.974441289901733398e-01,1.991991549730300903e-01
8.056658935546875000e+01,1.255441131591796875e+02,5.399603271484375000e+01,9.050239920616149902e-01,1.000000000000000000e+00,6.218759417533874512e-01,-6.031531095504760742e-01
8.859033966064453125e+01,1.013348388671875000e+02,8.986627197265625000e+01,7.357364296913146973e-01,1.700000000000000000e+01,7.963581681251525879e-01,-1.985927820205688477e-01
6.162851333618164062e+01,1.008577499389648438e+02,5.434774398803710938e+01,6.111452579498291016e-01,8.000000000000000000e+00,6.078878641128540039e-01,-8.426020741462707520e-01
3.666798400878906250e+01,7.710227203369140625e+01,2.537715530395507812e+01,5.677419304847717285e-01,1.000000000000000000e+01,8.652440905570983887e-01,-1.459898203611373901e-01
4.796606826782226562e+01,5.072248458862304688e+01,4.957214736938476562e+01,9.266666769981384277e-01,4.000000000000000000e+00,2.942973673343658447e-01,-1.032846450805664062e+00
8.231755828857421875e+01,1.328759765625000000e+02,7.102832031250000000e+01,7.319488525390625000e-01,4.600000000000000000e+01,1.037248849868774414e+00,5.024358630180358887e-01
5.427961349487304688e+01,9.622917938232421875e+01,3.831792449951171875e+01,7.069966197013854980e-01,8.000000000000000000e+00,4.377349913120269775e-01,-8.170680403709411621e-01
7.735777854919433594e+00,8.654109954833984375e+00,7.098096847534179688e+00,9.215686321258544922e-01,1.000000000000000000e+00,4.162456989288330078e-01,-8.992024660110473633e-01
8.393350982666015625e+01,1.304712371826171875e+02,8.542769622802734375e+01,5.495083928108215332e-01,3.900000000000000000e+01,1.218952536582946777e+00,6.432823538780212402e-01
2.484997367858886719e+01,2.972992134094238281e+01,2.322623634338378906e+01,8.523725867271423340e-01,1.000000000000000000e+00,8.409104347229003906e-01,-1.535289138555526733e-01
1.013282012939453125e+02,1.058292846679687500e+02,1.017960815429687500e+02,9.960474371910095215e-01,1.000000000000000000e+00,5.633838772773742676e-01,-6.010572314262390137e-01
7.593748474121093750e+01,9.491841125488281250e+01,7.948382568359375000e+01,6.939932703971862793e-01,3.600000000000000000e+01,5.486322045326232910e-01,-5.696073770523071289e-01
5.542857742309570312e+01,5.902469253540039062e+01,5.557722091674804688e+01,7.714194655418395996e-01,9.000000000000000000e+00,7.095506191253662109e-01,-5.631410479545593262e-01
4.676992034912109375e+01,4.855471038818359375e+01,4.711109542846679688e+01,9.413698911666870117e-01,1.000000000000000000e+01,4.208847135305404663e-02,-1.179478883743286133e+00
5.723674774169921875e+01,1.112327728271484375e+02,5.081125259399414062e+01,5.407734513282775879e-01,1.900000000000000000e+01,8.838123679161071777e-01,7.072313874959945679e-02
8.562308502197265625e+01,1.314162292480468750e+02,7.890173339843750000e+01,6.474027633666992188e-01,2.500000000000000000e+01,1.072211265563964844e+00,4.614482223987579346e-01
1.150504150390625000e+02,1.304760589599609375e+02,1.062261734008789062e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.189263820648193359e-01,-7.127679586410522461e-01
7.722599029541015625e+01,1.081783599853515625e+02,5.927602005004882812e+01,8.429008722305297852e-01,7.000000000000000000e+00,9.794810414314270020e-01,3.697312176227569580e-01
4.547241973876953125e+01,5.530797576904296875e+01,4.451404571533203125e+01,8.173125386238098145e-01,1.300000000000000000e+01,1.222557067871093750e+00,6.526461839675903320e-01
6.992310333251953125e+01,1.062134933471679688e+02,5.345616531372070312e+01,7.219402194023132324e-01,1.200000000000000000e+01,9.581431150436401367e-01,1.253048628568649292e-01
9.339681243896484375e+01,1.299144897460937500e+02,8.633396911621093750e+01,7.395293712615966797e-01,5.500000000000000000e+01,1.701662540435791016e+00,2.731803655624389648e+00
5.626076507568359375e+01,8.071795654296875000e+01,5.011371994018554688e+01,7.311764955520629883e-01,1.000000000000000000e+01,8.520498275756835938e-01,-4.004673287272453308e-02
1.061936111450195312e+02,1.415632171630859375e+02,9.237886810302734375e+01,8.346211910247802734e-01,3.500000000000000000e+01,8.878953456878662109e-01,3.999722301959991455e-01
6.118271255493164062e+01,7.684182739257812500e+01,5.409915924072265625e+01,8.850090503692626953e-01,1.400000000000000000e+01,8.281029462814331055e-01,2.861663997173309326e-01
7.976451873779296875e+01,1.159314270019531250e+02,6.120627212524414062e+01,8.358982801437377930e-01,2.300000000000000000e+01,1.152207612991333008e+00,1.254870414733886719e+00
7.680442047119140625e+01,9.879471588134765625e+01,8.078738403320312500e+01,6.615735888481140137e-01,3.500000000000000000e+01,1.093992352485656738e+00,1.882313638925552368e-01
9.725031280517578125e+01,1.298202514648437500e+02,9.413041687011718750e+01,7.145743370056152344e-01,4.700000000000000000e+01,1.064091801643371582e+00,4.209102392196655273e-01
5.151146697998046875e+01,1.286831054687500000e+02,4.920378112792968750e+01,4.663235545158386230e-01,1.300000000000000000e+01,1.247435927391052246e+00,1.028372883796691895e+00
5.473511505126953125e+01,7.278307342529296875e+01,4.237119674682617188e+01,9.415766596794128418e-01,4.000000000000000000e+00,2.781038880348205566e-01,-1.058310031890869141e+00
8.302601623535156250e+01,1.022220077514648438e+02,9.233208465576171875e+01,6.943696141242980957e-01,8.300000000000000000e+01,1.725821256637573242e+00,3.261333465576171875e+00
5.838203811645507812e+01,1.105285491943359375e+02,4.738238906860351562e+01,6.300305724143981934e-01,2.300000000000000000e+01,1.274676799774169922e+00,1.230934262275695801e+00
8.335507202148437500e+01,1.145561981201171875e+02,9.948728942871093750e+01,5.953524112701416016e-01,6.400000000000000000e+01,1.410944581031799316e+00,1.515268564224243164e+00
1.074629364013671875e+02,1.322285003662109375e+02,1.027548141479492188e+02,7.765411138534545898e-01,3.100000000000000000e+01,1.063480496406555176e+00,9.223926663398742676e-01
6.307831192016601562e+01,1.176608734130859375e+02,5.506690216064453125e+01,5.871852636337280273e-01,1.500000000000000000e+01,7.816833257675170898e-01,-1.163371875882148743e-01
7.791537475585937500e+01,1.007409439086914062e+02,8.022563934326171875e+01,7.352351546287536621e-01,1.500000000000000000e+01,8.169704675674438477e-01,-2.438608855009078979e-01
3.100477218627929688e+01,9.138044738769531250e+01,3.793097686767578125e+01,4.030966460704803467e-01,9.000000000000000000e+00,9.597839713096618652e-01,8.950836062431335449e-01
2.545739364624023438e+01,5.199590682983398438e+01,1.726837539672851562e+01,7.323740720748901367e-01,7.000000000000000000e+00,5.076841711997985840e-01,-4.919238090515136719e-01
1.085650863647460938e+02,1.260941848754882812e+02,9.827014923095703125e+01,9.872027039527893066e-01,4.000000000000000000e+00,1.773418784141540527e-01,-8.629966974258422852e-01
5.748092269897460938e+01,1.254858016967773438e+02,4.091065216064453125e+01,5.456265807151794434e-01,4.700000000000000000e+01,1.620667219161987305e+00,2.064432621002197266e+00
5.760262298583984375e+01,8.144528961181640625e+01,5.264353942871093750e+01,6.930851340293884277e-01,2.400000000000000000e+01,9.953722357749938965e-01,2.643335759639739990e-01
5.070178222656250000e+01,7.648514556884765625e+01,5.153770446777343750e+01,5.969840288162231445e-01,3.000000000000000000e+01,9.033752083778381348e-01,3.650832772254943848e-01
7.376873016357421875e+01,8.551728820800781250e+01,7.883171844482421875e+01,7.964964509010314941e-01,2.000000000000000000e+01,9.134420752525329590e-01,-1.069198455661535263e-02
6.396028900146484375e+01,1.279042205810546875e+02,5.412472915649414062e+01,5.887850522994995117e-01,5.500000000000000000e+01,1.657649517059326172e+00,2.270780324935913086e+00
5.792224121093750000e+01,8.003180694580078125e+01,5.276942825317382812e+01,7.258953452110290527e-01,1.500000000000000000e+01,6.197545528411865234e-01,-5.665875077247619629e-01
5.315372467041015625e+01,7.965466308593750000e+01,5.597179031372070312e+01,6.867842674255371094e-01,1.200000000000000000e+01,7.748773097991943359e-01,-5.645648762583732605e-02
1.085240325927734375e+02,1.130507507324218750e+02,1.045826950073242188e+02,9.856153726577758789e-01,1.000000000000000000e+00,5.648757815361022949e-01,-6.219507455825805664e-01
3.661585998535156250e+01,7.934693908691406250e+01,3.669513702392578125e+01,4.751805067062377930e-01,1.000000000000000000e+01,1.650102257728576660e+00,1.726557731628417969e+00
3.791421127319335938e+01,5.694049072265625000e+01,4.013125228881835938e+01,6.575422286987304688e-01,1.000000000000000000e+01,7.405315637588500977e-01,-8.190131187438964844e-02
5.985729598999023438e+01,1.390276489257812500e+02,5.104071426391601562e+01,4.811901450157165527e-01,3.200000000000000000e+01,9.536913633346557617e-01,2.269738167524337769e-01
7.151645660400390625e+01,7.808470916748046875e+01,7.431707763671875000e+01,8.463969826698303223e-01,1.800000000000000000e+01,1.492103576660156250e+00,2.243501424789428711e+00
1.320733928680419922e+01,2.196467781066894531e+01,8.363698959350585938e+00,8.726114630699157715e-01,2.000000000000000000e+00,5.023023486137390137e-01,-5.986345410346984863e-01
7.954872894287109375e+01,1.030857849121093750e+02,8.741416168212890625e+01,6.458739638328552246e-01,5.400000000000000000e+01,1.291800260543823242e+00,1.219454765319824219e+00
3.689299392700195312e+01,4.423590850830078125e+01,3.548656463623046875e+01,7.635714411735534668e-01,3.000000000000000000e+00,7.629308104515075684e-01,-4.067659676074981689e-01
8.580876922607421875e+01,1.127511672973632812e+02,7.196443176269531250e+01,9.038761854171752930e-01,3.000000000000000000e+01,1.179234027862548828e+00,1.195515155792236328e+00
6.625805664062500000e+01,7.182341766357421875e+01,6.907483673095703125e+01,9.496006369590759277e-01,8.000000000000000000e+00,9.718544483184814453e-01,5.973297953605651855e-01
6.408955383300781250e+01,7.902424621582031250e+01,7.072701263427734375e+01,7.292043566703796387e-01,9.000000000000000000e+00,9.920450448989868164e-01,-1.922425478696823120e-01
7.172090148925781250e+01,1.573889312744140625e+02,6.377405548095703125e+01,4.873929321765899658e-01,3.900000000000000000e+01,1.823663711547851562e+00,3.086486339569091797e+00
3.333973693847656250e+01,3.809386062622070312e+01,3.273756408691406250e+01,9.093750119209289551e-01,4.000000000000000000e+00,7.672201991081237793e-01,-2.325069010257720947e-01
2.929442787170410156e+01,7.362532806396484375e+01,1.795526504516601562e+01,6.023235321044921875e-01,3.000000000000000000e+00,9.558638334274291992e-01,1.482532322406768799e-01
5.676767730712890625e+01,1.310835113525390625e+02,5.398648452758789062e+01,4.705335497856140137e-01,3.100000000000000000e+01,1.250241756439208984e+00,1.367881655693054199e+00
7.511141204833984375e+01,9.149585723876953125e+01,7.697959899902343750e+01,8.229940533638000488e-01,2.000000000000000000e+00,7.297397851943969727e-01,-2.094312459230422974e-01
6.879412078857421875e+01,8.900485229492187500e+01,6.720690155029296875e+01,7.408810257911682129e-01,2.500000000000000000e+01,1.005027890205383301e+00,4.094798564910888672e-01
5.915118026733398438e+01,7.602384948730468750e+01,5.678135299682617188e+01,7.804601192474365234e-01,2.300000000000000000e+01,1.215810537338256836e+00,1.266569256782531738e+00
4.008526229858398438e+01,5.037950134277343750e+01,3.680627059936523438e+01,8.280839920043945312e-01,1.400000000000000000e+01,9.465010166168212891e-01,3.325197100639343262e-01
7.232197570800781250e+01,9.929792022705078125e+01,7.952528381347656250e+01,7.052360773086547852e-01,2.000000000000000000e+01,1.527453064918518066e+00,2.104949951171875000e+00
8.380447387695312500e+01,1.217029190063476562e+02,9.544690704345703125e+01,5.915281772613525391e-01,4.800000000000000000e+01,1.446135520935058594e+00,2.250627279281616211e+00
5.948388671875000000e+01,1.168838958740234375e+02,7.080498504638671875e+01,4.279334843158721924e-01,3.000000000000000000e+01,1.500398278236389160e+00,1.891032338142395020e+00
1.555363368988037109e+01,1.622894477844238281e+01,1.590996742248535156e+01,8.715596199035644531e-01,1.000000000000000000e+00,5.278334617614746094e-01,-5.581622719764709473e-01
4.142857742309570312e+01,5.030374908447265625e+01,4.366923904418945312e+01,7.431091666221618652e-01,1.700000000000000000e+01,7.466246485710144043e-01,-2.058212161064147949e-01
1.038905715942382812e+02,1.464315338134765625e+02,9.965759277343750000e+01,7.345117330551147461e-01,3.700000000000000000e+01,1.125864505767822266e+00,5.864467024803161621e-01
7.148974609375000000e+01,1.187584152221679688e+02,7.837581634521484375e+01,5.567267537117004395e-01,5.600000000000000000e+01,2.067660331726074219e+00,4.950843811035156250e+00
6.706028747558593750e+01,1.220202331542968750e+02,7.701023101806640625e+01,4.461285769939422607e-01,4.200000000000000000e+01,1.217232823371887207e+00,1.480150938034057617e+00
1.066363067626953125e+02,1.135620574951171875e+02,1.050012435913085938e+02,9.307972788810729980e-01,1.000000000000000000e+00,6.797009147703647614e-03,-1.208297729492187500e+00
6.679394531250000000e+01,9.614613342285156250e+01,6.331670379638671875e+01,6.845086812973022461e-01,2.300000000000000000e+01,1.486308336257934570e+00,1.952493071556091309e+00
6.902508544921875000e+01,7.806574249267578125e+01,6.784246826171875000e+01,8.360142707824707031e-01,2.000000000000000000e+01,9.793400764465332031e-01,1.534886006265878677e-02
4.205389022827148438e+01,5.368972778320312500e+01,3.883736801147460938e+01,8.903846144676208496e-01,4.000000000000000000e+00,7.442254424095153809e-01,9.398718178272247314e-02
4.305620574951171875e+01,7.169747924804687500e+01,5.406657409667968750e+01,4.811632633209228516e-01,9.000000000000000000e+00,6.706356406211853027e-01,-6.005842089653015137e-01
5.573781967163085938e+01,1.044772796630859375e+02,4.834862899780273438e+01,6.322881579399108887e-01,1.500000000000000000e+01,1.213199138641357422e+00,3.646624684333801270e-01
3.282012557983398438e+01,7.041210174560546875e+01,1.781026458740234375e+01,7.573858499526977539e-01,2.000000000000000000e+00,1.381716877222061157e-01,-1.080444097518920898e+00
9.809114074707031250e+01,1.126491622924804688e+02,9.998088836669921875e+01,7.588873505592346191e-01,4.700000000000000000e+01,8.293689489364624023e-01,-7.801319658756256104e-02
7.585360717773437500e+01,1.013861160278320312e+02,9.063462829589843750e+01,5.939800143241882324e-01,4.300000000000000000e+01,1.557962059974670410e+00,1.652077555656433105e+00
4.700075149536132812e+01,7.056684112548828125e+01,5.040689849853515625e+01,6.879460811614990234e-01,1.000000000000000000e+00,4.370222687721252441e-01,-9.265189170837402344e-01
7.825778961181640625e+01,1.262447662353515625e+02,1.116963500976562500e+02,4.745929837226867676e-01,2.200000000000000000e+01,1.313732385635375977e+00,1.279383540153503418e+00
7.889783477783203125e+01,1.025130538940429688e+02,7.689109802246093750e+01,7.526170015335083008e-01,3.900000000000000000e+01,1.042230367660522461e+00,4.897964298725128174e-01
6.700330352783203125e+01,1.139868850708007812e+02,5.781184768676757812e+01,6.484001278877258301e-01,2.100000000000000000e+01,9.416605234146118164e-01,-8.812000602483749390e-02
5.449031829833984375e+01,7.588690948486328125e+01,4.450092315673828125e+01,7.994514703750610352e-01,1.500000000000000000e+01,8.945351243019104004e-01,2.836466431617736816e-01
8.269564056396484375e+01,1.191863327026367188e+02,8.706309509277343750e+01,6.259177327156066895e-01,4.400000000000000000e+01,8.293023705482482910e-01,-2.041073292493820190e-01
6.686063385009765625e+01,9.866257476806640625e+01,5.719980621337890625e+01,7.101536989212036133e-01,1.900000000000000000e+01,1.508864045143127441e+00,1.365118503570556641e+00
9.033378601074218750e+01,1.069882888793945312e+02,9.096768951416015625e+01,7.524066567420959473e-01,8.500000000000000000e+01,1.201128840446472168e+00,8.161457180976867676e-01
4.320380783081054688e+01,5.324463272094726562e+01,4.381724166870117188e+01,7.740232348442077637e-01,8.000000000000000000e+00,6.493752002716064453e-01,-3.072233796119689941e-01
7.570238494873046875e+01,8.170208740234375000e+01,8.170208740234375000e+01,6.957798600196838379e-01,1.700000000000000000e+01,9.856835603713989258e-01,1.390149891376495361e-01
6.815261077880859375e+01,7.393029785156250000e+01,6.618679046630859375e+01,9.428793191909790039e-01,4.000000000000000000e+00,5.829463526606559753e-02,-1.144837975502014160e+00
6.894202423095703125e+01,7.985972595214843750e+01,7.114683532714843750e+01,8.113453388214111328e-01,2.100000000000000000e+01,6.214900016784667969e-01,-5.151330828666687012e-01
7.788269042968750000e+01,1.052114944458007812e+02,8.354141998291015625e+01,6.548453569412231445e-01,2.000000000000000000e+01,9.527273774147033691e-01,5.143498778343200684e-01
6.734448242187500000e+01,8.174819946289062500e+01,6.811883544921875000e+01,7.146869897842407227e-01,2.000000000000000000e+01,1.001047849655151367e+00,4.137590825557708740e-01
8.407749938964843750e+01,1.098169250488281250e+02,7.455837249755859375e+01,8.102743625640869141e-01,3.000000000000000000e+00,3.639646470546722412e-01,-9.294761419296264648e-01
1.260253524780273438e+02,1.305248413085937500e+02,1.296029510498046875e+02,9.856194853782653809e-01,5.000000000000000000e+00,7.180006504058837891e-01,-1.042403057217597961e-01
8.429679870605468750e+01,1.116327056884765625e+02,7.434632873535156250e+01,8.251034617424011230e-01,5.200000000000000000e+01,1.298601865768432617e+00,2.218009471893310547e+00
7.314473724365234375e+01,8.167651367187500000e+01,7.815499114990234375e+01,7.824953198432922363e-01,1.700000000000000000e+01,1.056645750999450684e+00,1.014533877372741699e+00
7.904293823242187500e+01,8.842087554931640625e+01,8.221872711181640625e+01,8.106724023818969727e-01,1.800000000000000000e+01,1.060636162757873535e+00,6.349628567695617676e-01
5.908657073974609375e+01,7.982507324218750000e+01,7.483018493652343750e+01,6.453282833099365234e-01,1.700000000000000000e+01,1.448570489883422852e+00,2.079850435256958008e+00
4.857275772094726562e+01,6.514908599853515625e+01,4.404277038574218750e+01,7.581833004951477051e-01,1.600000000000000000e+01,7.942934632301330566e-01,-2.606215178966522217e-01
7.207508087158203125e+01,1.271119079589843750e+02,5.571651458740234375e+01,6.137183904647827148e-01,3.700000000000000000e+01,1.461168408393859863e+00,1.756295442581176758e+00
6.290650558471679688e+01,8.168839263916015625e+01,6.049195861816406250e+01,7.983559966087341309e-01,4.400000000000000000e+01,1.252743840217590332e+00,1.272267699241638184e+00
3.225270080566406250e+01,5.389082717895507812e+01,2.405651092529296875e+01,7.599999904632568359e-01,6.000000000000000000e+00,1.050620436668395996e+00,3.052749335765838623e-01
6.732557678222656250e+01,1.057570343017578125e+02,6.291545486450195312e+01,6.216168999671936035e-01,1.500000000000000000e+01,1.173050761222839355e+00,8.074617385864257812e-01
5.142488098144531250e+01,5.575930404663085938e+01,4.871523284912109375e+01,9.355855584144592285e-01,2.000000000000000000e+00,4.425717890262603760e-01,-6.172099709510803223e-01
6.845086669921875000e+01,8.485932922363281250e+01,6.591490936279296875e+01,7.290015816688537598e-01,1.300000000000000000e+01,8.557072281837463379e-01,-3.292264342308044434e-01
5.380842590332031250e+01,1.327093811035156250e+02,5.992055892944335938e+01,3.643063008785247803e-01,2.200000000000000000e+01,1.536481380462646484e+00,1.348348975181579590e+00
6.908039855957031250e+01,1.192901458740234375e+02,4.855937957763671875e+01,7.808333039283752441e-01,3.400000000000000000e+01,9.485240578651428223e-01,1.741872727870941162e-01
6.547516632080078125e+01,1.212031250000000000e+02,6.167263031005859375e+01,5.902875065803527832e-01,7.000000000000000000e+00,9.117795825004577637e-01,-1.390431914478540421e-02
9.989183044433593750e+01,1.084439544677734375e+02,1.008198165893554688e+02,9.686070680618286133e-01,1.100000000000000000e+01,8.132526278495788574e-01,-8.608950674533843994e-02
8.936306762695312500e+01,1.041679534912109375e+02,7.982915496826171875e+01,9.468598961830139160e-01,1.000000000000000000e+00,2.288153022527694702e-01,-1.203946948051452637e+00
9.304853057861328125e+01,9.331462097167968750e+01,9.280504608154296875e+01,9.882284402847290039e-01,1.000000000000000000e+00,5.738683342933654785e-01,-5.838131904602050781e-01
9.251332855224609375e+01,1.152623443603515625e+02,8.723266601562500000e+01,8.441542387008666992e-01,2.200000000000000000e+01,1.059662461280822754e+00,4.024097621440887451e-01
8.817256164550781250e+01,1.261547927856445312e+02,7.057292938232421875e+01,8.381605744361877441e-01,2.800000000000000000e+01,8.626058697700500488e-01,-9.576967358589172363e-02
6.150442886352539062e+01,8.359849548339843750e+01,6.538401794433593750e+01,6.086867451667785645e-01,2.900000000000000000e+01,1.559753060340881348e+00,2.230057716369628906e+00
7.824152374267578125e+01,1.261956558227539062e+02,7.209327697753906250e+01,6.147551536560058594e-01,2.100000000000000000e+01,1.241553187370300293e+00,1.533210873603820801e+00
9.381168365478515625e+01,1.305579223632812500e+02,8.671200561523437500e+01,7.661272287368774414e-01,3.200000000000000000e+01,1.559800148010253906e+00,2.092983245849609375e+00
9.076966857910156250e+01,9.917218780517578125e+01,9.506118774414062500e+01,8.328185081481933594e-01,1.800000000000000000e+01,8.126286864280700684e-01,-6.104545295238494873e-02
9.166300964355468750e+01,1.347462005615234375e+02,8.418600463867187500e+01,6.719275116920471191e-01,4.600000000000000000e+01,1.069442272186279297e+00,7.006450891494750977e-01
5.941963577270507812e+01,1.040062637329101562e+02,4.623355102539062500e+01,6.920389533042907715e-01,1.300000000000000000e+01,1.157190322875976562e+00,6.787504553794860840e-01
5.473511505126953125e+01,7.278307342529296875e+01,4.237119674682617188e+01,9.415766596794128418e-01,4.000000000000000000e+00,2.781038880348205566e-01,-1.058310031890869141e+00
3.309057235717773438e+01,4.387082672119140625e+01,4.376085662841796875e+01,7.020407915115356445e-01,6.000000000000000000e+00,1.114277839660644531e+00,8.767347335815429688e-01
8.542210388183593750e+01,1.362864379882812500e+02,8.351122283935546875e+01,6.164354085922241211e-01,6.100000000000000000e+01,1.597924590110778809e+00,2.974208354949951172e+00
3.301352691650390625e+01,6.169191741943359375e+01,3.297109603881835938e+01,5.077105760574340820e-01,1.500000000000000000e+01,1.318008184432983398e+00,1.258821368217468262e+00
5.955875396728515625e+01,7.473994445800781250e+01,5.517750167846679688e+01,9.219059944152832031e-01,8.000000000000000000e+00,9.279310703277587891e-01,4.771951735019683838e-01
5.149910736083984375e+01,6.250429534912109375e+01,4.861339187622070312e+01,8.519427180290222168e-01,1.000000000000000000e+01,4.447008967399597168e-01,-6.054957509040832520e-01
7.936444854736328125e+01,1.269094467163085938e+02,6.285755157470703125e+01,7.486380338668823242e-01,2.700000000000000000e+01,8.876559138298034668e-01,1.192314699292182922e-01
6.624844360351562500e+01,8.639368438720703125e+01,6.204561614990234375e+01,7.349680066108703613e-01,1.400000000000000000e+01,9.897221922874450684e-01,1.873098760843276978e-01
1.253923263549804688e+02,1.255658569335937500e+02,1.252251739501953125e+02,9.920468926429748535e-01,1.000000000000000000e+00,5.752524137496948242e-01,-5.954160094261169434e-01
9.497172546386718750e+01,1.232004470825195312e+02,7.817002105712890625e+01,8.217144012451171875e-01,9.000000000000000000e+00,4.528581500053405762e-01,-8.882344961166381836e-01
7.983631134033203125e+01,1.014163513183593750e+02,8.574981689453125000e+01,7.044751048088073730e-01,2.700000000000000000e+01,1.490083932876586914e+00,2.122388124465942383e+00
7.531455230712890625e+01,1.245515975952148438e+02,7.627254486083984375e+01,5.796253085136413574e-01,2.800000000000000000e+01,1.613155603408813477e+00,2.461919546127319336e+00
7.157874298095703125e+01,9.407776641845703125e+01,6.346267318725585938e+01,8.135867118835449219e-01,1.100000000000000000e+01,1.139875292778015137e+00,1.859711050987243652e+00
4.550041198730468750e+01,1.058496170043945312e+02,2.510339736938476562e+01,7.939453125000000000e-01,8.000000000000000000e+00,1.095122337341308594e+00,1.076598048210144043e+00
4.496559143066406250e+01,6.532400512695312500e+01,5.237475585937500000e+01,5.303941369056701660e-01,2.500000000000000000e+01,7.719635963439941406e-01,1.234336663037538528e-02
7.090855407714843750e+01,8.790309143066406250e+01,6.512953186035156250e+01,7.641254067420959473e-01,3.400000000000000000e+01,1.549799919128417969e+00,1.972479939460754395e+00
4.035434722900390625e+01,4.963128662109375000e+01,3.534403610229492188e+01,8.289047479629516602e-01,4.000000000000000000e+00,3.765761256217956543e-01,-1.113011837005615234e+00
4.638722610473632812e+01,4.767923736572265625e+01,4.705850601196289062e+01,9.515765905380249023e-01,2.000000000000000000e+00,3.499476909637451172e-01,-9.981803297996520996e-01
2.658285140991210938e+01,3.119125556945800781e+01,2.427185440063476562e+01,8.271237015724182129e-01,3.000000000000000000e+00,1.005323171615600586e+00,-2.102122874930500984e-03
8.524304962158203125e+01,1.160279998779296875e+02,8.015186309814453125e+01,7.510198950767517090e-01,1.800000000000000000e+01,9.246454238891601562e-01,3.348484635353088379e-01
4.493726730346679688e+01,7.648760223388671875e+01,4.030913925170898438e+01,6.313694119453430176e-01,1.400000000000000000e+01,1.394758701324462891e+00,1.463074803352355957e+00
7.731661987304687500e+01,8.886801910400390625e+01,7.039869689941406250e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.361175864934921265e-02,-8.231627345085144043e-01
5.807591247558593750e+01,8.022364044189453125e+01,5.852045822143554688e+01,6.696157455444335938e-01,3.700000000000000000e+01,1.193440914154052734e+00,8.667317032814025879e-01
6.866444396972656250e+01,1.333743591308593750e+02,5.961281585693359375e+01,5.867533087730407715e-01,2.500000000000000000e+01,1.088277101516723633e+00,3.624019324779510498e-01
7.471199798583984375e+01,8.938196563720703125e+01,7.645814514160156250e+01,7.474851012229919434e-01,3.200000000000000000e+01,9.611595869064331055e-01,2.787832319736480713e-01
6.492839050292968750e+01,8.389428710937500000e+01,5.842822647094726562e+01,8.335850834846496582e-01,2.000000000000000000e+01,9.681128859519958496e-01,5.947412252426147461e-01
5.138772964477539062e+01,8.159236907958984375e+01,4.769550704956054688e+01,6.114386916160583496e-01,2.100000000000000000e+01,7.930897474288940430e-01,-1.624498143792152405e-02
