level_equivalent_diameter,level_major_axis_length,level_minor_axis_length,level_solidity,nodes,distmap-skew,distmap-kurt
5.950528717041015625e+01,6.985025024414062500e+01,6.044353485107421875e+01,7.652724385261535645e-01,7.000000000000000000e+00,9.148368239402770996e-01,1.251205652952194214e-01
5.239374542236328125e+01,7.106073760986328125e+01,5.129139328002929688e+01,7.006824612617492676e-01,9.000000000000000000e+00,7.513584494590759277e-01,-1.485167145729064941e-01
9.656710815429687500e+01,1.288437194824218750e+02,9.432544708251953125e+01,7.336472272872924805e-01,5.900000000000000000e+01,1.023983478546142578e+00,5.285714864730834961e-01
6.495780181884765625e+01,7.400007629394531250e+01,6.824805450439453125e+01,7.326995134353637695e-01,1.000000000000000000e+01,3.105530142784118652e-01,-8.659994006156921387e-01
5.473511505126953125e+01,7.278307342529296875e+01,4.237119674682617188e+01,9.415766596794128418e-01,4.000000000000000000e+00,2.781038880348205566e-01,-1.058310031890869141e+00
5.602263259887695312e+01,5.980935287475585938e+01,5.259605407714843750e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.399836719036102295e-01,-6.626238226890563965e-01
5.096477890014648438e+01,5.663656997680664062e+01,5.317740249633789062e+01,7.311828136444091797e-01,1.100000000000000000e+01,1.203112483024597168e+00,5.860240459442138672e-01
6.651696777343750000e+01,9.106423187255859375e+01,6.025199508666992188e+01,7.090389728546142578e-01,1.300000000000000000e+01,1.145597815513610840e+00,5.975609421730041504e-01
6.398019409179687500e+01,9.519485473632812500e+01,7.812657928466796875e+01,5.794880986213684082e-01,3.400000000000000000e+01,1.009168148040771484e+00,4.195862412452697754e-01
2.533205032348632812e+01,2.846927833557128906e+01,2.343609619140625000e+01,8.842105269432067871e-01,3.000000000000000000e+00,7.585507631301879883e-01,-1.902760714292526245e-01
1.078709259033203125e+02,1.530326385498046875e+02,1.264941864013671875e+02,6.335967779159545898e-01,9.900000000000000000e+01,1.471473336219787598e+00,1.966660499572753906e+00
8.378927612304687500e+01,1.385104675292968750e+02,9.907624053955078125e+01,5.433047413825988770e-01,2.600000000000000000e+01,1.489075064659118652e+00,2.192645072937011719e+00
7.222508239746093750e+01,8.399209594726562500e+01,6.798529815673828125e+01,8.376610279083251953e-01,2.400000000000000000e+01,1.395249128341674805e+00,1.787459015846252441e+00
1.555363368988037109e+01,1.946206092834472656e+01,1.400428962707519531e+01,8.636363744735717773e-01,2.000000000000000000e+00,8.227663636207580566e-01,-3.404926955699920654e-01
6.983199310302734375e+01,9.170671844482421875e+01,7.078984069824218750e+01,7.170941829681396484e-01,2.800000000000000000e+01,8.136326670646667480e-01,5.087780356407165527e-01
9.343088531494140625e+01,9.355176544189453125e+01,9.332297515869140625e+01,9.888936877250671387e-01,1.000000000000000000e+00,5.778875946998596191e-01,-5.933792591094970703e-01
7.723423767089843750e+01,9.579991149902343750e+01,7.891915893554687500e+01,7.487614154815673828e-01,2.700000000000000000e+01,1.106697082519531250e+00,8.498415946960449219e-01
8.322513580322265625e+01,1.071017684936523438e+02,7.768152618408203125e+01,8.325681090354919434e-01,2.500000000000000000e+01,9.170568585395812988e-01,6.912183761596679688e-02
5.434993743896484375e+01,7.962274169921875000e+01,4.597253036499023438e+01,7.053815722465515137e-01,1.700000000000000000e+01,1.189604282379150391e+00,7.722427845001220703e-01
4.582108688354492188e+01,5.288882064819335938e+01,4.284976577758789062e+01,8.624476790428161621e-01,7.000000000000000000e+00,6.111928224563598633e-01,-7.115479111671447754e-01
7.172090148925781250e+01,8.013216400146484375e+01,7.177463531494140625e+01,7.937131524085998535e-01,1.500000000000000000e+01,9.860564470291137695e-01,2.851519286632537842e-01
7.125783538818359375e+01,7.485968017578125000e+01,6.858996582031250000e+01,9.788905382156372070e-01,2.000000000000000000e+00,3.040761351585388184e-01,-8.849143385887145996e-01
7.150755310058593750e+01,9.556587982177734375e+01,6.526389312744140625e+01,7.627730369567871094e-01,1.500000000000000000e+01,9.830945730209350586e-01,2.095809131860733032e-01
9.533301544189453125e+01,1.062663345336914062e+02,9.506397247314453125e+01,8.607259392738342285e-01,2.100000000000000000e+01,5.948770642280578613e-01,-8.173806667327880859e-01
7.369102478027343750e+01,8.438030242919921875e+01,7.069453430175781250e+01,8.894681930541992188e-01,6.000000000000000000e+00,8.558143377304077148e-01,1.031124442815780640e-01
3.301352691650390625e+01,5.680192184448242188e+01,2.687549209594726562e+01,6.176046133041381836e-01,9.000000000000000000e+00,1.124853610992431641e+00,2.993207275867462158e-01
1.130858840942382812e+02,1.148574371337890625e+02,1.131892852783203125e+02,9.846093654632568359e-01,1.000000000000000000e+00,3.459297120571136475e-01,-9.361192584037780762e-01
7.335332489013671875e+01,9.925797271728515625e+01,7.874122619628906250e+01,6.665615439414978027e-01,3.100000000000000000e+01,1.014340400695800781e+00,7.433040738105773926e-01
4.866441726684570312e+01,6.180424880981445312e+01,5.586780929565429688e+01,6.391752362251281738e-01,3.100000000000000000e+01,7.869038581848144531e-01,-5.865711718797683716e-02
7.530609893798828125e+01,1.072835693359375000e+02,7.790052032470703125e+01,6.666666865348815918e-01,3.700000000000000000e+01,1.636662483215332031e+00,2.539915800094604492e+00
9.396763610839843750e+01,1.009586563110351562e+02,9.298188781738281250e+01,9.072475433349609375e-01,1.700000000000000000e+01,3.910367563366889954e-02,-1.199690937995910645e+00
9.085379791259765625e+01,1.035317611694335938e+02,9.824460601806640625e+01,7.327079772949218750e-01,7.900000000000000000e+01,1.659106373786926270e+00,2.532156229019165039e+00
6.633487701416015625e+01,1.324211730957031250e+02,4.485501480102539062e+01,6.496240496635437012e-01,1.900000000000000000e+01,9.937902688980102539e-01,4.397315531969070435e-02
5.816353988647460938e+01,8.539044189453125000e+01,4.729423904418945312e+01,7.974189519882202148e-01,1.500000000000000000e+01,7.356808781623840332e-01,-4.588104784488677979e-01
8.248752593994140625e+01,8.693199920654296875e+01,8.122011566162109375e+01,9.316596984863281250e-01,2.000000000000000000e+00,-1.955708488821983337e-02,-1.002041459083557129e+00
1.140109786987304688e+02,1.420234680175781250e+02,9.583319091796875000e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.485207200050354004e-01,-8.459113836288452148e-01
6.042889404296875000e+01,8.259582519531250000e+01,5.094159698486328125e+01,8.038116693496704102e-01,9.000000000000000000e+00,1.022612452507019043e+00,1.511521190404891968e-01
6.821796417236328125e+01,9.304444122314453125e+01,7.579196166992187500e+01,6.207540631294250488e-01,3.900000000000000000e+01,1.445192694664001465e+00,1.635013580322265625e+00
5.755839920043945312e+01,7.687352752685546875e+01,5.687451934814453125e+01,6.375887989997863770e-01,3.000000000000000000e+01,1.385262846946716309e+00,1.836051344871520996e+00
3.740708923339843750e+01,6.978189086914062500e+01,6.651134490966796875e+01,2.991290092468261719e-01,5.000000000000000000e+00,5.669580101966857910e-01,-2.717896699905395508e-01
7.551715087890625000e+01,8.521718597412109375e+01,7.820835876464843750e+01,7.951357960700988770e-01,4.400000000000000000e+01,1.062280654907226562e+00,7.986200451850891113e-01
9.946392059326171875e+01,1.181733016967773438e+02,9.030915069580078125e+01,9.310964941978454590e-01,4.000000000000000000e+00,3.251270949840545654e-01,-7.095509767532348633e-01
6.068120574951171875e+01,7.536333465576171875e+01,6.075688934326171875e+01,7.667019963264465332e-01,2.800000000000000000e+01,7.340518832206726074e-01,-2.452102601528167725e-01
7.578643035888671875e+01,8.455615997314453125e+01,6.856067657470703125e+01,9.484861493110656738e-01,2.000000000000000000e+00,5.805624127388000488e-01,-6.435997486114501953e-01
7.811937713623046875e+01,9.033059692382812500e+01,8.498415374755859375e+01,7.559936642646789551e-01,2.500000000000000000e+01,1.058053255081176758e+00,4.894577562808990479e-01
7.349205780029296875e+01,1.119451446533203125e+02,7.113464355468750000e+01,6.511127948760986328e-01,1.800000000000000000e+01,1.243579149246215820e+00,1.049334049224853516e+00
5.587471008300781250e+01,7.107044982910156250e+01,5.838338088989257812e+01,7.325963377952575684e-01,1.000000000000000000e+01,6.375110745429992676e-01,-3.506933748722076416e-01
3.735599899291992188e+01,4.958972930908203125e+01,3.568902969360351562e+01,8.000000119209289551e-01,1.300000000000000000e+01,1.096351742744445801e+00,9.215654432773590088e-02
5.555477142333984375e+01,6.216356277465820312e+01,5.844784927368164062e+01,7.167356610298156738e-01,9.000000000000000000e+00,8.605667352676391602e-01,-1.294932514429092407e-01
6.244944000244140625e+01,9.778424072265625000e+01,6.309540557861328125e+01,6.306362152099609375e-01,1.500000000000000000e+01,8.549152016639709473e-01,-1.636409759521484375e-01
6.214286422729492188e+01,9.071951293945312500e+01,6.331709671020507812e+01,6.576322913169860840e-01,1.000000000000000000e+01,9.486467242240905762e-01,2.829052805900573730e-01
5.316570281982421875e+01,7.170741271972656250e+01,4.414340209960937500e+01,8.349003195762634277e-01,1.000000000000000000e+00,8.420715332031250000e-01,-1.753608584403991699e-01
7.292682647705078125e+01,8.701824951171875000e+01,8.072602081298828125e+01,7.530196309089660645e-01,2.900000000000000000e+01,1.830523014068603516e+00,3.026549816131591797e+00
5.285345458984375000e+01,8.991327667236328125e+01,4.107928466796875000e+01,6.832762360572814941e-01,1.700000000000000000e+01,8.418750762939453125e-01,1.313376985490322113e-02
7.027728271484375000e+01,1.058375091552734375e+02,5.958690261840820312e+01,7.266766428947448730e-01,1.000000000000000000e+01,1.138568520545959473e+00,4.197554290294647217e-01
9.481071472167968750e+01,1.248102645874023438e+02,9.107566070556640625e+01,7.541123628616333008e-01,1.100000000000000000e+01,5.134513974189758301e-01,-8.030366897583007812e-01
6.336027526855468750e+01,8.969983673095703125e+01,6.418779754638671875e+01,6.101006269454956055e-01,4.800000000000000000e+01,1.459949016571044922e+00,1.656484723091125488e+00
5.309380722045898438e+01,8.547482299804687500e+01,7.565619659423828125e+01,4.367725253105163574e-01,1.800000000000000000e+01,1.225188493728637695e+00,9.779325723648071289e-01
2.380318450927734375e+01,4.035194778442382812e+01,1.707226181030273438e+01,8.412098288536071777e-01,4.000000000000000000e+00,4.695567190647125244e-01,-7.794049382209777832e-01
8.450798797607421875e+01,1.185664138793945312e+02,1.052286834716796875e+02,5.418800115585327148e-01,6.700000000000000000e+01,1.737156987190246582e+00,3.854611396789550781e+00
6.872005462646484375e+01,1.351083526611328125e+02,5.067552566528320312e+01,7.375223636627197266e-01,9.000000000000000000e+00,8.402163386344909668e-01,-6.443320512771606445e-01
1.650676345825195312e+01,1.679387092590332031e+01,1.625141906738281250e+01,9.816513657569885254e-01,1.000000000000000000e+00,3.920508027076721191e-01,-6.266350746154785156e-01
5.602263259887695312e+01,9.916728210449218750e+01,4.251081848144531250e+01,6.786894202232360840e-01,2.000000000000000000e+01,1.037896275520324707e+00,2.729853391647338867e-01
6.710773468017578125e+01,1.115066757202148438e+02,6.349391555786132812e+01,6.290236711502075195e-01,2.900000000000000000e+01,9.466672539710998535e-01,1.199970841407775879e-01
7.812752532958984375e+01,9.606699371337890625e+01,7.133268737792968750e+01,8.322916626930236816e-01,1.800000000000000000e+01,9.820970892906188965e-01,2.746030688285827637e-01
6.094292068481445312e+01,1.032578048706054688e+02,5.384470367431640625e+01,6.167019009590148926e-01,3.200000000000000000e+01,9.722521901130676270e-01,6.962912678718566895e-01
5.749199676513671875e+01,6.431068420410156250e+01,5.869236755371093750e+01,8.054607510566711426e-01,2.700000000000000000e+01,7.448938488960266113e-01,8.164988458156585693e-02
5.473511505126953125e+01,7.278307342529296875e+01,4.237119674682617188e+01,9.415766596794128418e-01,4.000000000000000000e+00,2.781038880348205566e-01,-1.058310031890869141e+00
4.637350082397460938e+01,9.234704589843750000e+01,4.065820312500000000e+01,6.295192241668701172e-01,7.000000000000000000e+00,7.089849114418029785e-01,-5.977508425712585449e-01
6.345063781738281250e+01,9.098638916015625000e+01,6.758742523193359375e+01,6.455696225166320801e-01,4.300000000000000000e+01,1.257587552070617676e+00,1.193948984146118164e+00
3.519747161865234375e+01,3.631312942504882812e+01,3.631312942504882812e+01,8.468233346939086914e-01,5.000000000000000000e+00,8.594731986522674561e-02,-7.872306704521179199e-01
5.202794647216796875e+01,8.752195739746093750e+01,3.964792251586914062e+01,7.767629027366638184e-01,1.400000000000000000e+01,1.572597980499267578e+00,2.571187973022460938e+00
4.033856964111328125e+01,5.258320236206054688e+01,4.340557861328125000e+01,7.602617740631103516e-01,4.000000000000000000e+00,5.431529879570007324e-01,-7.255664467811584473e-01
6.486953735351562500e+01,7.926525878906250000e+01,6.385171890258789062e+01,8.172601461410522461e-01,1.100000000000000000e+01,1.476098656654357910e+00,1.907084822654724121e+00
5.723674774169921875e+01,7.171784973144531250e+01,5.506647109985351562e+01,7.912054061889648438e-01,1.200000000000000000e+01,6.150261759757995605e-01,-4.037237465381622314e-01
7.766986846923828125e+01,1.071743316650390625e+02,7.085424804687500000e+01,7.066368460655212402e-01,1.100000000000000000e+01,9.041024446487426758e-01,-7.305928319692611694e-02
5.466528320312500000e+01,6.202464675903320312e+01,5.289321517944335938e+01,9.047802686691284180e-01,1.100000000000000000e+01,4.996352493762969971e-01,-7.577787041664123535e-01
7.327517700195312500e+01,9.490191650390625000e+01,9.070175170898437500e+01,6.312873959541320801e-01,1.900000000000000000e+01,9.188020229339599609e-01,-6.964078545570373535e-02
4.744562530517578125e+01,7.891458129882812500e+01,3.220631408691406250e+01,8.143712282180786133e-01,4.000000000000000000e+00,6.192154288291931152e-01,-5.626947879791259766e-01
8.804250335693359375e+01,1.214528884887695312e+02,1.042262878417968750e+02,5.949960947036743164e-01,1.460000000000000000e+02,1.644585847854614258e+00,2.853450536727905273e+00
3.589593887329101562e+01,5.876091003417968750e+01,2.738070869445800781e+01,6.861016750335693359e-01,5.000000000000000000e+00,5.654960274696350098e-01,-7.224203944206237793e-01
9.894412231445312500e+01,1.198303909301757812e+02,9.701200103759765625e+01,8.261523842811584473e-01,1.500000000000000000e+01,1.154718160629272461e+00,1.033381700515747070e+00
6.944805145263671875e+01,1.149179000854492188e+02,6.625784301757812500e+01,6.265299320220947266e-01,1.500000000000000000e+01,1.111287713050842285e+00,4.468634426593780518e-01
8.876981353759765625e+01,1.138846282958984375e+02,9.587719726562500000e+01,6.846996545791625977e-01,4.500000000000000000e+01,1.421035766601562500e+00,1.720116138458251953e+00
4.796606826782226562e+01,6.188407897949218750e+01,5.665237808227539062e+01,5.447693467140197754e-01,2.000000000000000000e+01,6.928176283836364746e-01,-2.413409203290939331e-02
4.524786376953125000e+01,8.176312255859375000e+01,3.904548263549804688e+01,6.022471785545349121e-01,1.700000000000000000e+01,1.191264271736145020e+00,6.438909769058227539e-01
9.582590484619140625e+01,1.445604553222656250e+02,6.768840789794921875e+01,9.726230502128601074e-01,6.000000000000000000e+00,5.918030142784118652e-01,-3.185931220650672913e-02
8.459834289550781250e+01,1.176871109008789062e+02,9.554464721679687500e+01,6.711641550064086914e-01,2.800000000000000000e+01,1.220946550369262695e+00,1.110264062881469727e+00
6.557232666015625000e+01,7.405589294433593750e+01,6.304540634155273438e+01,9.149281978607177734e-01,4.000000000000000000e+00,4.825390875339508057e-01,-9.658702611923217773e-01
6.858094787597656250e+01,1.042299957275390625e+02,8.272144317626953125e+01,5.478273630142211914e-01,5.200000000000000000e+01,1.286894679069519043e+00,1.574157834053039551e+00
8.596442413330078125e+01,1.214691390991210938e+02,8.634037017822265625e+01,6.561157703399658203e-01,1.300000000000000000e+01,7.747881412506103516e-01,-3.173084557056427002e-01
9.731575012207031250e+01,1.234045791625976562e+02,9.872212219238281250e+01,6.798281669616699219e-01,3.800000000000000000e+01,1.003738999366760254e+00,2.981422245502471924e-01
5.153617858886718750e+01,9.637497711181640625e+01,4.873458862304687500e+01,5.931191444396972656e-01,1.900000000000000000e+01,9.033626317977905273e-01,3.021302521228790283e-01
6.165949630737304688e+01,9.770497131347656250e+01,4.404530715942382812e+01,8.301362395286560059e-01,1.300000000000000000e+01,9.069202542304992676e-01,8.207859843969345093e-02
5.836022567749023438e+01,9.052932739257812500e+01,5.418654251098632812e+01,6.199304461479187012e-01,2.400000000000000000e+01,9.800194501876831055e-01,2.932460308074951172e-01
6.500678253173828125e+01,1.057841110229492188e+02,5.906353759765625000e+01,6.390065550804138184e-01,3.200000000000000000e+01,9.606398344039916992e-01,4.246713221073150635e-01
6.839504241943359375e+01,1.059624404907226562e+02,5.451571655273437500e+01,6.942554712295532227e-01,2.900000000000000000e+01,1.193555355072021484e+00,1.093630909919738770e+00
7.873628997802734375e+01,1.467515258789062500e+02,5.462328338623046875e+01,7.116340398788452148e-01,5.000000000000000000e+00,5.862515568733215332e-01,-6.370227932929992676e-01
9.056604766845703125e+01,1.343116760253906250e+02,8.715135955810546875e+01,6.575482487678527832e-01,3.400000000000000000e+01,1.128944277763366699e+00,4.338410794734954834e-01
8.271873474121093750e+01,1.102199630737304688e+02,7.864067077636718750e+01,7.493028640747070312e-01,2.900000000000000000e+01,1.465372323989868164e+00,1.907821416854858398e+00
5.919421768188476562e+01,1.202675094604492188e+02,4.114668273925781250e+01,6.874843835830688477e-01,1.700000000000000000e+01,1.514113664627075195e+00,1.612848043441772461e+00
7.100724029541015625e+01,1.161917572021484375e+02,5.524851608276367188e+01,7.141569256782531738e-01,3.000000000000000000e+01,8.255701661109924316e-01,1.177376434206962585e-01
8.689252471923828125e+01,1.476223449707031250e+02,6.090304565429687500e+01,8.132199645042419434e-01,1.400000000000000000e+01,7.790093421936035156e-01,-6.205064058303833008e-02
5.279319381713867188e+01,6.810123443603515625e+01,6.180851745605468750e+01,6.986913681030273438e-01,2.700000000000000000e+01,1.430247306823730469e+00,1.732135295867919922e+00
1.970629501342773438e+01,2.607735633850097656e+01,1.877464675903320312e+01,8.176943659782409668e-01,1.000000000000000000e+00,5.118814110755920410e-01,-7.858656048774719238e-01
8.693647003173828125e+01,9.890496063232421875e+01,8.330151367187500000e+01,8.625399470329284668e-01,5.000000000000000000e+00,6.393176317214965820e-01,-6.080262660980224609e-01
5.398560333251953125e+01,1.130823364257812500e+02,4.040489196777343750e+01,5.738280415534973145e-01,5.100000000000000000e+01,1.247302889823913574e+00,1.624157786369323730e+00
7.582003021240234375e+01,1.017314453125000000e+02,8.458795166015625000e+01,7.110236287117004395e-01,2.500000000000000000e+01,1.742066979408264160e+00,2.739012241363525391e+00
1.062115936279296875e+02,1.355387115478515625e+02,9.840590667724609375e+01,8.046498894691467285e-01,1.400000000000000000e+01,1.006684422492980957e+00,8.470619320869445801e-01
3.193532371520996094e+01,3.472999191284179688e+01,3.472999191284179688e+01,8.512220978736877441e-01,9.000000000000000000e+00,6.971381902694702148e-01,-3.190450966358184814e-01
7.582003021240234375e+01,1.017314453125000000e+02,8.458795166015625000e+01,7.110236287117004395e-01,2.500000000000000000e+01,1.742066979408264160e+00,2.739012241363525391e+00
6.367098617553710938e+01,1.014775695800781250e+02,6.341051101684570312e+01,6.328761577606201172e-01,3.400000000000000000e+01,1.022304177284240723e+00,4.142290055751800537e-01
6.896049499511718750e+01,1.181545715332031250e+02,5.947953033447265625e+01,6.589626073837280273e-01,3.200000000000000000e+01,1.216524243354797363e+00,1.185518503189086914e+00
7.800520324707031250e+01,1.283393402099609375e+02,5.322011566162109375e+01,8.817343115806579590e-01,5.000000000000000000e+00,2.756216824054718018e-01,-1.287895798683166504e+00
8.703161621093750000e+01,1.658800811767578125e+02,7.818245697021484375e+01,5.815817713737487793e-01,2.300000000000000000e+01,9.289948940277099609e-01,-2.440540790557861328e-01
6.537786102294921875e+01,1.089146423339843750e+02,7.209055328369140625e+01,5.711126327514648438e-01,2.600000000000000000e+01,1.039054036140441895e+00,3.769251108169555664e-01
5.385573196411132812e+01,8.700476074218750000e+01,6.935960388183593750e+01,5.286609530448913574e-01,3.900000000000000000e+01,1.139301657676696777e+00,6.266512274742126465e-01
5.473511505126953125e+01,7.278307342529296875e+01,4.237119674682617188e+01,9.415766596794128418e-01,4.000000000000000000e+00,2.781038880348205566e-01,-1.058310031890869141e+00
5.177035140991210938e+01,5.997607421875000000e+01,5.302939987182617188e+01,7.982556223869323730e-01,4.000000000000000000e+00,8.172928690910339355e-01,1.064212396740913391e-01
1.048542938232421875e+02,1.269185714721679688e+02,1.175682067871093750e+02,7.109921574592590332e-01,6.700000000000000000e+01,1.164899110794067383e+00,9.349620342254638672e-01
4.541638565063476562e+01,5.055956268310546875e+01,4.453289031982421875e+01,8.240081667900085449e-01,5.000000000000000000e+00,5.365206003189086914e-01,-7.779508233070373535e-01
6.228612136840820312e+01,6.698411560058593750e+01,6.565932464599609375e+01,8.808904290199279785e-01,5.000000000000000000e+00,3.877037465572357178e-01,-8.121575713157653809e-01
5.670035171508789062e+01,7.110935211181640625e+01,5.570421218872070312e+01,7.004160881042480469e-01,1.600000000000000000e+01,6.702343821525573730e-01,-4.999500215053558350e-01
6.989578247070312500e+01,8.265417480468750000e+01,7.731606292724609375e+01,7.614606022834777832e-01,2.100000000000000000e+01,8.453640937805175781e-01,-3.900373727083206177e-02
6.170077896118164062e+01,1.222920532226562500e+02,4.301231765747070312e+01,6.377986073493957520e-01,2.900000000000000000e+01,1.188204884529113770e+00,1.163488745689392090e+00
9.517929840087890625e+01,1.157518615722656250e+02,9.542123413085937500e+01,7.291452884674072266e-01,6.400000000000000000e+01,1.847262501716613770e+00,3.080548763275146484e+00
7.720125579833984375e+01,1.350207519531250000e+02,7.568363189697265625e+01,5.291657447814941406e-01,4.500000000000000000e+01,1.152130603790283203e+00,6.609543561935424805e-01
1.039395828247070312e+02,1.104822463989257812e+02,9.830301666259765625e+01,9.802449345588684082e-01,1.000000000000000000e+00,5.533295273780822754e-01,-6.523980498313903809e-01
7.025916290283203125e+01,7.426607513427734375e+01,6.999032592773437500e+01,9.523458480834960938e-01,1.000000000000000000e+01,5.093633532524108887e-01,-5.512953400611877441e-01
5.685732269287109375e+01,7.965542602539062500e+01,6.676690673828125000e+01,5.378097891807556152e-01,2.600000000000000000e+01,1.175804018974304199e+00,8.528954982757568359e-01
1.101080703735351562e+02,1.286266021728515625e+02,1.174724884033203125e+02,7.480556368827819824e-01,8.000000000000000000e+01,1.240921020507812500e+00,1.051716804504394531e+00
6.489897155761718750e+01,9.422608184814453125e+01,8.154389953613281250e+01,5.727146863937377930e-01,1.300000000000000000e+01,8.709256052970886230e-01,2.088571637868881226e-01
5.908657073974609375e+01,7.982507324218750000e+01,7.483018493652343750e+01,6.453282833099365234e-01,1.700000000000000000e+01,1.448570489883422852e+00,2.079850435256958008e+00
8.017052459716796875e+01,1.339036560058593750e+02,6.689237976074218750e+01,6.065120697021484375e-01,6.300000000000000000e+01,1.535687804222106934e+00,1.713180303573608398e+00
8.316391754150390625e+01,1.017034912109375000e+02,9.271341705322265625e+01,7.667984366416931152e-01,2.100000000000000000e+01,7.338949441909790039e-01,-4.869408607482910156e-01
8.206195068359375000e+01,9.287154388427734375e+01,8.600971984863281250e+01,9.045664668083190918e-01,3.300000000000000000e+01,1.204901695251464844e+00,9.568225741386413574e-01
3.452176284790039062e+01,4.734546279907226562e+01,3.418790817260742188e+01,6.290322542190551758e-01,6.000000000000000000e+00,7.273569107055664062e-01,1.028478965163230896e-01
1.854116249084472656e+01,2.235917282104492188e+01,1.661878204345703125e+01,8.910890817642211914e-01,1.000000000000000000e+00,2.631403505802154541e-01,-1.146852970123291016e+00
1.173677062988281250e+02,1.341020965576171875e+02,1.101366729736328125e+02,8.915533423423767090e-01,8.000000000000000000e+00,1.043864607810974121e+00,1.502671837806701660e-01
8.824473571777343750e+01,1.039449539184570312e+02,1.004525833129882812e+02,7.287024855613708496e-01,6.300000000000000000e+01,1.741342425346374512e+00,2.445763587951660156e+00
9.341043853759765625e+01,1.027618637084960938e+02,8.890444183349609375e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.402749776840209961e-01,-6.656955480575561523e-01
9.345132446289062500e+01,9.413130950927734375e+01,9.326725006103515625e+01,9.891837239265441895e-01,1.000000000000000000e+00,5.632848143577575684e-01,-6.065844297409057617e-01
4.945597076416015625e+01,6.026578140258789062e+01,5.133488464355468750e+01,7.301406264305114746e-01,1.100000000000000000e+01,1.128818631172180176e+00,6.475414633750915527e-01
7.131142425537109375e+01,1.004418945312500000e+02,5.956235504150390625e+01,7.800781130790710449e-01,3.800000000000000000e+01,1.090709447860717773e+00,8.151656389236450195e-01
7.330123138427734375e+01,9.732981109619140625e+01,6.699364471435546875e+01,7.455830574035644531e-01,2.800000000000000000e+01,7.312840819358825684e-01,-1.806716620922088623e-01
1.003306121826171875e+02,1.247329406738281250e+02,1.130829544067382812e+02,6.945444941520690918e-01,6.000000000000000000e+01,1.431567072868347168e+00,1.711740136146545410e+00
9.902130126953125000e+01,1.036660232543945312e+02,1.033194198608398438e+02,8.017699122428894043e-01,4.000000000000000000e+00,6.813481450080871582e-01,-4.894573092460632324e-01
5.327336120605468750e+01,9.950921630859375000e+01,5.316630935668945312e+01,5.144242048263549805e-01,1.100000000000000000e+01,1.279552102088928223e+00,1.349447846412658691e+00
4.365821456909179688e+01,8.607823181152343750e+01,4.600573730468750000e+01,5.026863813400268555e-01,2.100000000000000000e+01,9.809752702713012695e-01,4.570611119270324707e-01
6.621961212158203125e+01,8.051622009277343750e+01,7.150099945068359375e+01,6.926789879798889160e-01,2.600000000000000000e+01,9.923297166824340820e-01,3.347216844558715820e-01
8.542210388183593750e+01,1.184158020019531250e+02,8.415037536621093750e+01,6.914816498756408691e-01,6.200000000000000000e+01,1.396322250366210938e+00,1.836369514465332031e+00
8.840330505371093750e+01,1.165738525390625000e+02,7.764743041992187500e+01,8.119047880172729492e-01,5.000000000000000000e+00,4.756804704666137695e-01,-7.288551926612854004e-01
4.878201293945312500e+01,6.794378662109375000e+01,3.760871887207031250e+01,9.211434125900268555e-01,2.000000000000000000e+00,7.203423976898193359e-01,-3.128075599670410156e-01
8.965467834472656250e+01,1.106169281005859375e+02,9.219252014160156250e+01,7.712889313697814941e-01,2.100000000000000000e+01,5.663253664970397949e-01,-6.901742815971374512e-01
2.736174011230468750e+01,6.835782623291015625e+01,3.926968002319335938e+01,3.981042802333831787e-01,9.000000000000000000e+00,4.878848195075988770e-01,-5.484198927879333496e-01
8.321748352050781250e+01,1.124376983642578125e+02,7.872898101806640625e+01,7.518661618232727051e-01,3.000000000000000000e+01,1.015409350395202637e+00,7.309426665306091309e-01
5.779019927978515625e+01,7.327491760253906250e+01,6.129904937744140625e+01,7.460182309150695801e-01,3.500000000000000000e+01,8.883829116821289062e-01,6.320503354072570801e-01
8.733829498291015625e+01,1.077263412475585938e+02,9.335545349121093750e+01,6.655927300453186035e-01,4.100000000000000000e+01,8.760840892791748047e-01,-1.179575920104980469e-01
6.761806488037109375e+01,8.912110900878906250e+01,5.846245574951171875e+01,8.543897271156311035e-01,7.000000000000000000e+00,8.206399083137512207e-01,-1.002655029296875000e-01
1.102929306030273438e+02,1.237999191284179688e+02,1.070079269409179688e+02,8.853674530982971191e-01,1.700000000000000000e+01,3.193535506725311279e-01,-8.192710876464843750e-01
8.362195587158203125e+01,1.430734710693359375e+02,7.756357574462890625e+01,6.322818398475646973e-01,4.100000000000000000e+01,1.496603488922119141e+00,1.696024537086486816e+00
8.983202362060546875e+01,1.140938034057617188e+02,9.038702392578125000e+01,7.633385658264160156e-01,4.600000000000000000e+01,1.355467796325683594e+00,1.315488576889038086e+00
4.534624481201171875e+01,5.331398773193359375e+01,4.239345169067382812e+01,9.488836526870727539e-01,1.000000000000000000e+00,7.413929700851440430e-01,-3.941062688827514648e-01
7.016849517822265625e+01,1.063390808105468750e+02,6.339722442626953125e+01,6.715873479843139648e-01,3.700000000000000000e+01,1.362228035926818848e+00,2.111002445220947266e+00
1.184798126220703125e+02,1.212380599975585938e+02,1.212380599975585938e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.666093826293945312e-01,-5.993448495864868164e-01
